,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,-58.85215907030151,-26.31882573696818,0.781237811009494,-55.86496224963954,0.67377664168657,0.04355263220758203,0.33351432448681834,2.673720458409987
