,area,AIC,AICc,Chi2,BIC,R2,amplitude,center,sigma
0,input,-90.46313678669166,-58.11531069973514,0.8932332643656361,-86.46652325616606,0.8399780685041867,14.546075559276558,7.311462488594089,6.000980731551854
