,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,VIS,-83.79900942840953,-51.45118334145301,1.1332584084632533,-79.80239589788393,0.7812025667451609,0.05781864247381846,0.2412468675355519,3.0061191494817048
