,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,VISp,-75.80799918040594,-43.46017309344942,1.5075566892661116,-71.81138564988034,0.7290727631603497,0.12396900021068917,-0.01605207350550762,2.96888067632089
