,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,ACA,-61.82086243802323,-29.473036351066703,2.48439918007699,-57.82424890749762,0.7884108120798846,-0.038218718866090164,0.8409719772057227,1.1377216187822583
