,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,MOs,-61.29365110589947,-28.945825018942948,2.531621047563412,-57.297037575373864,0.796754132730581,0.16933983451535814,0.07157750178970176,1.3565046908139895
