,area,AIC,AICc,Chi2,BIC,R2,slope,intercept
0,RSPagl,-62.91771078120547,-44.66771078120547,2.5658409175396137,-60.25330176085507,0.6759148667018269,0.5305521945094466,1.7481356468529252
