,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,LGd,-64.32528671914072,-31.977460632184197,2.271833301500629,-60.32867318861511,0.47484960271100585,0.15928866336508551,-0.29800439903238707,2.49910271379962
