group,name,pre,input,target area,strain,starter,ratio_target_all,area,keep,PTLp,TEa,VIS,AUD,RSP,Thal,Thal_noLGd,Dist_ctx,VISp,VISpm,VISl,VISam,VISal,RSPagl,RSPd,RSPv,AM,LD,LP,LGd,ORB,ACA,MOs,CLA
11,BRAC3859_1b,4.236007926032121,4.223755453657241,PM,RETRO,2.0863598306747484,0.975409836,PM,1,2.5550944485783194,2.2355284469075487,3.7866804531966487,2.6232492903979003,3.5873741720730656,3.281714970027296,3.2615007731982804,3.5081255360831993,3.529558673021163,2.929418925714293,2.8808135922807914,2.9079485216122722,2.4983105537896004,2.833784374656479,3.116939646550756,3.2732328340430454,2.4683473304121573,2.7234556720351857,3.0013009330204183,1.9395192526186185,3.1781132523146316,2.7715874808812555,2.037426497940624,1.806179973983887
7,ERAE28_9b,4.336979775200655,4.310990527134579,V1,RBP,2.2095150145426308,1.0,V1,1,2.8221680793680175,2.8819549713396007,3.72956972630197,3.000434077479319,3.3914644118391033,3.5073160400764136,3.255995726722402,3.629409599102719,3.4929000111087034,2.776701183988411,2.952792443044092,2.505149978319906,2.6424645202421213,2.5514499979728753,2.9867717342662448,3.0557604646877348,1.7558748556724915,2.637489729512511,3.1179338350396413,3.1501421618485588,2.8254261177678233,2.776701183988411,2.5774917998372255,2.27415784926368
12,BRAC3859_1c,4.419096217377991,4.363574377010446,PM,RETRO,2.2648178230095364,1.0,PM/V1,1,3.0588054866759067,2.8432327780980096,3.754271868683459,3.090610707828407,3.6456187382426952,3.248463717551032,3.190611797813605,3.82013575187043,3.386320573894046,2.4727564493172123,3.151982395457474,2.9355072658247128,2.824125833916549,2.9854264740830017,3.1470576710283598,3.3121773564397787,2.6580113966571126,2.8394780473741985,2.6074550232146687,2.3443922736851106,3.2208922492195193,3.1264561134318045,2.5622928644564746,2.2278867046136734
12,BRAC3026_8e,4.594657687430001,4.566402134352921,PM,RETRO,2.271841606536499,0.983957219,PM/V1,1,2.8419848045901137,3.011993114659257,4.031529645803423,3.295127085252191,3.9090744014009045,3.590618948206578,3.5146805441249818,3.884398825556686,3.82516637225655,3.0788191830988487,2.9449759084120477,3.09968064110925,2.8627275283179747,3.27669152884504,3.39776625612645,3.5706596700215343,2.8369567370595505,2.9479236198317262,3.229681842317676,2.7958800173440754,3.2610248339923973,3.1136091510730277,2.326335860928751,2.800717078282385
11,ERAA10_4j,4.161427900791294,4.138207932668164,PM,RETRO,2.315970345456918,0.93236715,PM,1,2.7058637122839193,2.385606273598312,3.4749443354653877,2.8228216453031045,3.25478968739721,3.331832044436249,3.197280558125619,3.449324093098727,3.0718820073061255,2.1818435879447726,2.8830933585756897,2.4756711883244296,2.7708520116421442,2.507855871695831,2.8363241157067516,2.8976270912904414,2.4683473304121573,2.8506462351830666,2.7573960287930244,2.7573960287930244,1.9731278535996986,2.9206450014067875,2.4313637641589874,2.303196057420489
9,ERAE25_3a,4.866505908507804,4.827020146123575,PM,RBP,2.505149978319906,0.959375,PM,1,3.4347285417797577,3.305566313515304,4.292898175018025,3.6040099324122306,4.061150780928549,3.837335868015015,3.7333577879255855,4.195954973023524,4.082677680648112,3.294466226161593,3.339053735709139,3.2182728535714475,3.237040791379191,3.4342494523964757,3.5420781463356255,3.725094521081469,2.8992731873176036,3.13481437032046,3.512550992904211,3.165541076722373,3.345765693114488,3.3754807146185724,3.2062860444124324,2.8709888137605755
8,ERAE26_6c,4.352722637462018,4.326130956710794,PM,RBP,2.5289167002776547,1.0,PM,1,3.020775488193558,2.727541257028556,3.630834517828051,3.035829825252828,3.4871383754771865,3.625621081424908,3.533136288278639,3.7417816961431667,3.26030994579492,2.7715874808812555,2.964259630196849,2.639486489268586,2.7032913781186614,2.9159272116971158,2.858537197569639,3.182984967003582,2.5705429398818973,2.9694159123539814,3.3240765797394864,2.90848501887865,3.143014800254095,2.873320601815399,2.513217600067939,2.586587304671755
9,ERAE25_2a,4.876529589073302,4.826599528162504,PM,RBP,2.6148972160331345,0.9902912621359223,PM/V1,1,3.281260687055013,3.244277120801843,4.317938039636056,3.448551739201578,4.128108349103107,3.835563751669097,3.764325605625984,4.104487111312395,4.059260404121731,3.515476441382376,3.399327532158679,3.3010299956639813,3.1894903136993675,3.5742628297070267,3.6869935662646784,3.6825962914605532,2.859738566197147,3.03382569395331,3.6028193424326997,3.0153597554092144,3.325720858019412,3.381656482585787,3.0111473607757975,2.841359470454855
8,ERAE23_3c,4.974101613625115,4.907803553649506,PM,RBP,2.6830470382388496,0.9336099585062241,PM,1,3.089905111439398,3.3406423775607053,4.282984440133955,3.408748606184244,4.240723929318846,3.900476371389257,3.8685856665587655,4.22502482910913,4.019240950395851,3.5186455243303114,3.3690302218091532,3.3261309567107946,2.9885589568786157,3.6490426340861766,3.7715874808812555,3.847572659142112,3.0038911662369103,3.230193378869046,3.670338641127442,2.7505083948513462,3.6586790285824486,3.650598898172657,2.9122220565324155,2.9813655090785445
5,ERAB13_5b,4.764796110342733,4.725601311108638,PM,TLX,2.7126497016272113,1.0,PM,1,3.1231980750319988,3.1389339402569236,4.2286826097129655,3.426998958756537,4.06918692515191,3.775974331129369,3.75373622217501,4.0408791245157865,3.976304116552003,3.513350798805957,3.2011238972073794,3.2430380486862944,2.9355072658247128,3.3783979009481375,3.619719265611727,3.71357453777207,2.8709888137605755,3.1903316981702914,3.5287881917748964,2.4742162640762553,3.3322364154914434,3.3211840273023143,2.8715729355458786,2.79309160017658
6,ERAB13_5a,4.6479303837773225,4.620510823714318,PM,TLX,2.7895807121644256,0.998376623,PM/V1,1,2.9185545305502734,2.977266212427293,4.151001907992831,3.27600198996205,4.015904377895553,3.6844862921887342,3.616265405281708,3.8171024042569233,3.9354568807116097,3.3592661646067485,3.071513805095089,3.1789769472931693,2.7505083948513462,3.4068806700491248,3.5504729571065634,3.6303261548039467,2.575187844927661,3.064832219738574,3.4143046881283317,2.846955325019824,3.1136091510730277,2.916453948549925,2.5118833609788744,2.651278013998144
5,ERAB13_5d,4.706051751857066,4.683173163548232,PM,TLX,2.8898617212581885,1.0,PM,1,3.2593549273080344,3.0211892990699383,4.300421557383072,3.3900514964589874,3.9251573271758984,3.7089305358066165,3.6278776945799716,3.9367649976099415,4.030437792627049,3.636989101812229,3.286456469746983,3.179838928023187,3.165541076722373,3.29269900304393,3.4702634469650784,3.5443161417474274,2.622214022966295,3.0236639181977933,3.4424797690644486,2.9400181550076634,2.9867717342662448,3.09377178149873,2.919601023784111,2.44870631990508
7,ERAE28_2e,4.617912031344964,4.591587672438799,V1,RBP,2.958085848521085,1.0,V1,1,3.255995726722402,3.1360860973840974,4.185202065187894,3.370142847051102,3.5690225860295635,3.5790973265526436,3.429752280002408,3.9459115168192733,4.048364105279886,2.966610986681934,3.1832698436828046,2.837588438235511,3.000434077479319,3.0330214446829107,3.068927611682072,3.1631613749770184,2.0644579892269186,2.8790958795000727,3.2593549273080344,3.0429690733931802,2.8305886686851442,3.0492180226701815,3.0755469613925306,2.513217600067939
7,ERAE26_2c,4.694420913696159,4.649665809092026,V1,RBP,3.0569048513364727,0.999122807,V1,1,2.89707700320942,3.009450895798694,4.124275932006338,3.455910240382743,3.7091002815511667,3.7123129086813655,3.534660575828444,3.949390006644913,3.9396689835223264,2.938519725176492,3.382197210377454,2.59659709562646,2.971275848738105,2.9951962915971793,3.2782962080912736,3.348499570283838,2.494154594018443,2.9618954736678504,3.3418300569205104,3.238297067875394,3.1763806922432702,3.1136091510730277,3.0948203803548,2.27415784926368
3,ERAQ2_3j,4.907819663590784,4.872097974274227,V1,TLX,3.1684974835230326,0.999321574,V1,1,3.2823955047425257,3.41077723337721,4.395466183681937,3.7019994748896368,4.155487862141282,3.8458419074217574,3.7616271845615827,4.20382130251655,4.260810491066978,3.3408405498123317,3.0199466816788423,3.3577443251803754,3.04493154614916,3.539828558377898,3.736316807904109,3.7315887651867388,2.816241299991783,3.137986732723532,3.573683693093798,3.092018470752797,3.414639146737009,3.258876629372131,3.1031192535457137,2.893206753059848
8,ERAE28_2a,4.947124802197618,4.90088033073888,PM,RBP,3.17260293120986,0.999327957,PM,1,3.504470862494419,3.395501124305626,4.33631961625354,3.6895752157599384,4.12456942932084,3.9496826907952043,3.8949249773595436,4.320623955053538,4.1016439854903135,3.182129214052998,3.5750723257138124,3.2474822606770544,3.3027637084729817,3.4358443659844413,3.686546899063006,3.7585334222372864,2.9169800473203824,3.252124552505644,3.7191654940892134,3.0232524596337114,3.572987708198205,3.5883837683787276,3.193958978019187,3.0678145111618402
7,ERAE28_2c,4.931595155206195,4.889436172880561,V1,RBP,3.278753600952829,0.998421053,V1,1,3.6245914591268478,3.3600250891893975,4.373776051370321,3.677789391068861,3.8913143993821433,3.8703453710809597,3.7188337183038622,4.295347148333618,4.2103987886522445,3.1332194567324945,3.4318460456987254,2.8836614351536176,3.4127964287165433,3.255754786643044,3.477265995424853,3.474653253362063,2.6263403673750423,3.1389339402569236,3.5358002908248976,3.3394514413064407,3.2810333672477277,3.4046627008737222,3.4987239707479048,2.940516484932567
