group,name,pre,input,target area,strain,starter,ratio_target_all,area,keep,PTLp,TEa,VIS,AUD,RSP,Thal,Thal_noLGd,Dist_ctx,VISp,VISpm,VISl,VISam,VISal,RSPagl,RSPd,RSPv,AM,LD,LP,LGd,ORB,ACA,MOs,CLA
10,BRAC2704_6c,3.456366033129043,3.4360035356698964,V1,RETRO,0.3010299956639812,1.0,PM/V1,1,1.8808135922807914,1.3617278360175928,3.0884904701823963,1.9637878273455553,2.568201724066995,2.57978359661681,2.0492180226701815,2.5599066250361124,2.8836614351536176,2.187520720836463,2.0827853703164503,1.8692317197309762,2.0492180226701815,1.9912260756924949,2.0,2.2355284469075487,1.3617278360175928,1.9138138523837167,0.8450980400142568,2.428134794028789,1.7708520116421442,1.8388490907372552,1.6232492903979006,0.3010299956639812
1,ERAD25_1a,3.406199423663313,3.389343311252078,V1,GLT,0.47712125471966244,1.0,V1,1,0.6989700043360189,0.6020599913279624,2.90848501887865,0.9030899869919435,2.5658478186735176,2.640481436970422,2.429752280002408,1.792391689498254,2.8543060418010806,1.7403626894942439,0.8450980400142568,1.0,1.3617278360175928,1.806179973983887,1.9294189257142926,2.3404441148401185,1.0413926851582251,2.1986570869544226,2.0,2.225309281725863,1.146128035678238,1.0413926851582251,1.1760912590556813,0.6989700043360189
2,ERAD25_1b,3.9570802596579,3.9252089214120036,PM,GLT,0.9030899869919435,1.0,PM,1,2.4082399653118496,1.6812412373755872,3.4466924663715273,2.250420002308894,3.3070679506612985,3.2605483726369795,3.2119210843085093,2.99563519459755,3.0916669575956846,2.82865989653532,2.584331224367531,2.526339277389844,2.225309281725863,2.550228353055094,2.8260748027008264,3.0013009330204183,2.247973266361807,2.6138418218760693,3.017450729510536,2.285557309007774,2.494154594018443,2.0718820073061255,1.5185139398778875,1.6532125137753437
10,BRAC2704_6d,3.927626962444954,3.874249822778403,V1,RETRO,1.1139433523068367,1.0,V1,1,2.4608978427565478,2.2833012287035497,3.225309281725863,2.469822015978163,3.2750808984568587,2.8312296938670634,2.6324572921847245,3.171726453653231,2.9722028383790646,2.2833012287035497,2.161368002234975,2.326335860928751,2.285557309007774,2.5809249756756194,2.7795964912578244,2.954724790979063,2.2121876044039577,2.311753861055754,1.7853298350107671,2.3961993470957363,2.1367205671564067,2.576341350205793,2.184691430817599,1.6232492903979006
9,ERAE26_6e,3.8587176148602915,3.8363241157067516,PM,RBP,1.2041199826559248,1.0,V1,1,2.184691430817599,1.6812412373755872,3.4768316285122607,2.113943352306837,3.1439511164239633,2.99563519459755,2.902546779313991,2.876217840591642,3.277150613963797,2.7283537820212285,2.2227164711475833,2.3483048630481607,2.255272505103306,2.53655844257153,2.741939077729199,2.696356388733332,1.414973347970818,2.294466226161593,2.760422483423212,2.2810333672477277,2.3909351071033793,1.968482948553935,1.6989700043360187,1.505149978319906
3,ERAD26_3d,3.9485107688376573,3.94126290931895,PM,GLT,1.2304489213782739,1.0,V1,1,2.307496037913213,1.8692317197309762,3.6009728956867484,2.346352974450639,3.0261245167454502,3.186391215695493,3.074816440645175,2.931966114728173,3.42422807069598,2.7993405494535817,2.469822015978163,2.2405492482826,2.3710678622717363,2.1958996524092336,2.5224442335063197,2.7573960287930244,1.7075701760979363,2.5854607295085006,2.876217840591642,2.5415792439465807,2.311753861055754,1.9242792860618816,1.662757831681574,1.3222192947339193
4,ERAB23_1a,3.7866804531966487,3.763502865467597,V1,TLX,1.255272505103306,1.0,V1,1,1.5563025007672873,1.462397997898956,3.458033192496506,1.8692317197309762,2.5728716022004803,3.116275587580544,2.8102325179950842,2.4771212547196626,3.3930484664167784,2.0293837776852097,2.374748346010104,1.255272505103306,1.568201724066995,1.7075701760979363,2.1522883443830563,2.2576785748691846,0.3010299956639812,2.3891660843645326,2.6009728956867484,2.82020145948564,2.0086001717619175,1.5314789170422551,0.9542425094393249,1.2041199826559248
4,ERAB13_1e,4.32070697430959,4.298896721903126,V1,TLX,1.3979400086720377,1.0,V1,1,2.6324572921847245,2.5276299008713385,3.7553411838115474,3.0580462303952816,3.6094876898532853,3.5553363279952666,3.4801507252732806,3.5561818466529114,3.4807253789884878,2.69284691927723,2.876217840591642,2.888179493918325,2.8129133566428557,2.890421018800914,3.2089785172762535,3.2237554536572413,2.296665190261531,2.8709888137605755,3.3180633349627615,2.756636108245848,3.0149403497929366,2.3541084391474008,2.3404441148401185,2.322219294733919
5,ERAB23_1b,3.891258616904139,3.8676442339030985,PM,TLX,1.7993405494535817,1.0,PM,1,1.8573324964312685,1.863322860120456,3.4029488293444046,2.305351369446624,3.2008504980910772,3.1687920203141817,3.153814864344529,2.9003671286564705,3.0025979807199086,2.8382192219076257,2.561101383649056,2.4899584794248346,2.2068258760318495,2.404833716619938,2.7323937598229686,2.8998205024270964,2.0755469613925306,2.5921767573958667,2.9614210940664485,1.6989700043360187,2.432969290874406,2.0569048513364727,1.3979400086720377,1.5797835966168101
10,ERAA10_4h,3.921322243583822,3.8869417059834155,V1,RETRO,2.0,1.0,V1,1,2.591064607026499,2.2329961103921536,3.2643455070500926,2.5550944485783194,3.0856472882968564,3.0484418035504044,2.8785217955012063,3.215108581053093,3.0086001717619175,2.2600713879850747,2.167317334748176,2.3654879848909,2.4099331233312946,2.537819095073274,2.5998830720736876,2.6766936096248664,1.9912260756924949,2.5428254269591797,2.4899584794248346,2.558708570533166,2.292256071356476,2.44870631990508,2.1522883443830563,2.0086001717619175
5,ERAB23_3g,4.325495138564264,4.30496420183769,PM,TLX,2.0681858617461617,1.0,PM,1,2.8779469516291885,2.3483048630481607,3.793161529245551,2.6954816764901977,3.6940784620807596,3.5460488664017342,3.504742636271688,3.473632926873841,3.4626974081017172,2.9552065375419416,3.0965624383741357,2.9232440186302764,2.505149978319906,3.1192558892779365,3.252124552505644,3.2650537885040145,2.387389826338729,2.7958800173440754,3.3669829759778507,2.503790683057181,2.88930170250631,2.622214022966295,2.123851640967086,2.2430380486862944
