,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,247.2483419721236,280.1372308610125,426482441.9106639,249.16551396096938,0.263421711617036,10865.4513889673,4.506796203670613,1.083400267394633
