,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,292.64456145919394,325.3718341864667,965226950.4244959,294.9623276259133,0.6810152684515367,6200044099.691162,5215344.871051478,1.298614568897342
