,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,246.98054431863014,279.9805443186301,1460309600.098912,248.67539239101475,0.6343188518240217,798818140.2714878,1298850416.1581745,0.5691777568785239
