,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,247.16633263475455,280.16633263475455,1481329324.7402987,248.86118070713917,0.629049753591082,-3.1757914702647336,956.5111044127955,9101.016419733282
