,area,AIC,AICc,Chi2,BIC,R2,i_max,ks,n
0,input,-7.485702003022519,25.047631330310814,10.19041093193988,-4.498505182360546,0.8428457270453866,35.34915460216636,11913.253119654377,0.5174886755805658
