,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,-40.70244049077724,-7.702440490777242,0.3578841082701064,-39.00759241839263,0.7091204803070306,-0.08125493369593781,0.7636054705646664,3.5838733935754203
