,ID,starter,input,condition
0,5,92,6092,PV
1,11,96,10216,PKCd
2,8,104,6200,PV
3,6,112,10412,PV
4,12,160,19108,PKCd
5,3,212,9576,VGLUT
6,7,280,14600,PV
7,1,284,11608,VGLUT
8,4,284,12948,VGLUT
9,9,300,21744,PKCd
10,13,340,24508,SST
11,16,344,12940,SST
12,10,380,44104,PKCd
13,2,412,13300,VGLUT
14,15,464,38076,SST
15,14,636,54004,SST
