,ID,starter,input,condition
0,419707,11,57577,VIP-Cre 
1,445850,16,15762,NDNF-Cre
2,445851,18,15573,NDNF-Cre
3,419719,34,55630,PV-Cre 
4,445582,34,21076,NDNF-Cre
5,424010,37,43679,VIP-Cre 
6,424011,45,72421,VIP-Cre 
7,420047,48,88821,SST-Cre 
8,420079,63,118694,PV-Cre 
9,419720,88,112586,PV-Cre 
10,419710,93,96564,SST-Cre 
11,420049,120,116493,SST-Cre 
