,ID,starter,input,condition
0,Mouse8,83,3126,1
1,Mouse1,109,2072,1
2,Mouse3,116,3963,1
3,Mouse6,123,2520,1
4,Mouse5,387,7681,1
5,Mouse7,468,11720,1
6,Mouse2,671,1804,1
7,Mouse4,1428,5311,1
