,area,AIC,AICc,Chi2,BIC,R2,a,b,c
0,input,-32.48546616555887,0.6573909772982773,0.4856750351541552,-31.030746216194867,0.3303209147938262,0.06022229313506756,0.24638041246890974,3.0448254097542424
